Activity,Activity_Type,Activity_Value,Compound_CID,uM,p_value,Label,Final_Activity
Active,IC50,2.51189,162661761.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,164623521.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,156018488.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,162657412.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,72201024.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,162652853.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,134308362.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,135323983.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,91668540.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,91827383.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,145966845.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,164625852.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,162673701.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,127025979.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,145966639.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,164622846.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.51189,156613431.0,2.51189,5.59999938302362,0,Active
Active,IC50,2.512,121278167.0,2.512,5.599980364934842,0,Active
Active,IC50,2.514,171342251.0,2.514,5.599634726650061,0,Active
Active,IC50,2.52,121372675.0,2.52,5.598599459218456,0,Active
Active,IC50,2.52,121372610.0,2.52,5.598599459218456,0,Active
Active,IC50,2.537,121278169.0,2.537,5.595679532778269,0,Active
Active,IC50,2.54,121373599.0,2.54,5.5951662833800615,0,Active
Active,IC50,2.55,122467469.0,2.55,5.5934598195660445,0,Active
Active,IC50,2.55,141414556.0,2.55,5.5934598195660445,0,Active
Active,IC50,2.55,155535585.0,2.55,5.5934598195660445,0,Active
Active,IC50,2.568,118540010.0,2.568,5.590404980603184,0,Active
Active,IC50,2.571,121278173.0,2.571,5.58989792335714,0,Active
Active,IC50,2.574,121278319.0,2.574,5.589391457431632,0,Active
Active,IC50,2.579,145975649.0,2.579,5.588548657862063,0,Active
Active,IC50,2.58,126572980.0,2.58,5.58838029403677,0,Active
Active,IC50,2.58,105539836.0,2.58,5.58838029403677,0,Active
Active,IC50,2.598,121278206.0,2.598,5.585360853262991,0,Active
Active,IC50,2.598,155516938.0,2.598,5.585360853262991,0,Active
Active,IC50,2.6,53054248.0,2.6,5.585026652029182,0,Active
Active,IC50,2.6,135126537.0,2.6,5.585026652029182,0,Active
Active,IC50,2.6,71661708.0,2.6,5.585026652029182,0,Active
Active,IC50,2.6,138375189.0,2.6,5.585026652029182,0,Active
Active,IC50,2.6,155556713.0,2.6,5.585026652029182,0,Active
Active,IC50,2.6,155352283.0,2.6,5.585026652029182,0,Active
Active,IC50,2.6,71624896.0,2.6,5.585026652029182,0,Active
Active,IC50,2.6,71664046.0,2.6,5.585026652029182,0,Active
Active,Kd,2.6,129165821.0,2.6,5.585026652029182,0,Active
Active,IC50,2.6,134578824.0,2.6,5.585026652029182,0,Active
Active,IC50,2.6,56924692.0,2.6,5.585026652029182,0,Active
Active,IC50,2.61,121373344.0,2.61,5.583359492661719,0,Active
Active,IC50,2.626,121277879.0,2.626,5.58070527824654,0,Active
Active,IC50,2.63,121373154.0,2.63,5.580044251510242,0,Active
Active,IC50,2.63,121373224.0,2.63,5.580044251510242,0,Active
Active,IC50,2.63,121372898.0,2.63,5.580044251510242,0,Active
Active,IC50,2.64,121373150.0,2.64,5.578396073130169,0,Active
Active,IC50,2.64,136577469.0,2.64,5.578396073130169,0,Active
Active,IC50,2.65,121373235.0,2.65,5.576754126063192,0,Active
Active,IC50,2.65,171357334.0,2.65,5.576754126063192,0,Active
Active,IC50,2.65,121372987.0,2.65,5.576754126063192,0,Active
Active,IC50,2.654,156790239.0,2.654,5.576099081471583,0,Active
Active,Kd,2.66,166629264.0,2.66,5.575118363368933,0,Active
Active,IC50,2.668,139558319.0,2.668,5.573814174755489,0,Active
Active,IC50,2.671,132070059.0,2.671,5.573326111978627,0,Active
Active,IC50,2.68,149079571.0,2.68,5.5718652059712115,0,Active
Active,IC50,2.7,129046569.0,2.7,5.568636235841012,0,Active
Active,Ki,2.7,71811955.0,2.7,5.568636235841012,0,Active
Active,IC50,2.7,138375195.0,2.7,5.568636235841012,0,Active
Active,IC50,2.7,121372689.0,2.7,5.568636235841012,0,Active
Active,IC50,2.7,146037609.0,2.7,5.568636235841012,0,Active
Active,IC50,2.7,166629703.0,2.7,5.568636235841012,0,Active
Active,IC50,2.7,132503236.0,2.7,5.568636235841012,0,Active
Active,IC50,2.7,137643020.0,2.7,5.568636235841012,0,Active
Active,IC50,2.703,141508015.0,2.703,5.568153954301275,0,Active
Active,IC50,2.72,121373356.0,2.72,5.565431095965801,0,Active
Active,IC50,2.72,147028617.0,2.72,5.565431095965801,0,Active
Active,IC50,2.72,121373233.0,2.72,5.565431095965801,0,Active
Active,IC50,2.726,121278186.0,2.726,5.564474148501345,0,Active
Active,IC50,2.729,121278126.0,2.729,5.563996464330104,0,Active
Active,IC50,2.73,145989646.0,2.73,5.5638373529592435,0,Active
Active,IC50,2.74,134142603.0,2.74,5.562249437179612,0,Active
Active,IC50,2.74,121373202.0,2.74,5.562249437179612,0,Active
Active,IC50,2.7405,168279916.0,2.7405,5.562170193591781,0,Active
Active,IC50,2.742,132070055.0,2.742,5.561932549546506,0,Active
Active,IC50,2.75,138961801.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,146596147.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021878.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022321.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123922024.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118027849.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123982512.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022428.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022108.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021820.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022119.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021684.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022313.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,132028447.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123341761.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123482135.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118074136.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123784048.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022230.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123299990.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,146599927.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118027827.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118027873.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123775816.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021856.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022657.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123231534.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021689.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123249618.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123408859.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,148255387.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,156600935.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,124012402.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,146599904.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022283.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021599.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,135355242.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123204517.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021983.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022305.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022338.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118027856.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123351635.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021501.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,146600167.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022095.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021324.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123419348.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123316344.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022121.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022550.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021896.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021622.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,132032898.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022203.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123528365.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021990.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,146596078.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118027826.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123424450.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021940.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021855.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021502.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,10377377.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021903.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123745896.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021141.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021598.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021979.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,146534191.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022437.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021911.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021459.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021794.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022135.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123555380.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021572.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,135355645.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,146600163.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,135355431.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022534.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021513.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021589.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021943.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022332.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022001.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021884.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021489.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021552.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021612.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021604.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022320.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021967.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118020757.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022033.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022107.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021813.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118023108.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,122633972.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022009.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021372.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021804.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021349.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,122633877.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022143.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021864.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123366115.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022063.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022654.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021933.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021488.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123434871.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123512021.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123638039.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123399264.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021443.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,135355226.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123380235.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021549.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022314.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118027854.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021630.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022050.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022387.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123295360.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022363.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123623525.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123870247.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123317754.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123743061.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022036.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,122633741.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,146599936.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123510173.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021819.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022587.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118021867.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,123925139.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,3499770.0,2.75,5.560667306169737,0,Active
Active,IC50,2.75,118022133.0,2.75,5.560667306169737,0,Active
Active,IC50,2.76,117834605.0,2.76,5.559090917934783,0,Active
Active,Ki,2.76,71811995.0,2.76,5.559090917934783,0,Active
Active,IC50,2.761,121278123.0,2.761,5.558933593360737,0,Active
Active,IC50,2.77,146524812.0,2.77,5.557520230935552,0,Active
Active,IC50,2.77,121372685.0,2.77,5.557520230935552,0,Active
Active,IC50,2.778,132070072.0,2.778,5.556267758598403,0,Active
Active,IC50,2.78,121372614.0,2.78,5.555955204081924,0,Active
Active,IC50,2.78,155352365.0,2.78,5.555955204081924,0,Active
Active,Ki,2.79,136174611.0,2.79,5.554395796726403,0,Active
Active,Ki,2.8,130345587.0,2.8,5.552841968657781,0,Active
Active,IC50,2.8,118918714.0,2.8,5.552841968657781,0,Active
Active,IC50,2.8,53054324.0,2.8,5.552841968657781,0,Active
Active,IC50,2.8,86282859.0,2.8,5.552841968657781,0,Active
Active,IC50,2.8,132186700.0,2.8,5.552841968657781,0,Active
Active,IC50,2.816,172637383.0,2.816,5.5503673495299255,0,Active
Active,IC50,2.82,118352192.0,2.82,5.549750891680639,0,Active
Active,Kd,2.82,146035913.0,2.82,5.549750891680639,0,Active
Active,IC50,2.827,171342449.0,2.827,5.5486741915104805,0,Active
Active,IC50,2.83,54695746.0,2.83,5.548213564475709,0,Active
Active,IC50,2.83,153465801.0,2.83,5.548213564475709,0,Active
Active,IC50,2.84,168294726.0,2.84,5.546681659952962,0,Active
Active,IC50,2.84,121372678.0,2.84,5.546681659952962,0,Active
Active,IC50,2.842,168278133.0,2.842,5.546375926408549,0,Active
Active,IC50,2.86,153465917.0,2.86,5.543633966870957,0,Active
Active,IC50,2.86,121373777.0,2.86,5.543633966870957,0,Active
Active,IC50,2.86,172462431.0,2.86,5.543633966870957,0,Active
Active,Ki,2.86,71811974.0,2.86,5.543633966870957,0,Active
Active,IC50,2.86,117841269.0,2.86,5.543633966870957,0,Active
Active,IC50,2.87,118112245.0,2.87,5.542118103266008,0,Active
Active,IC50,2.87,584972.0,2.87,5.542118103266008,0,Active
Active,IC50,2.87,137161598.0,2.87,5.542118103266008,0,Active
Active,IC50,2.89,118120979.0,2.89,5.539102157243452,0,Active
Active,IC50,2.89,117834602.0,2.89,5.539102157243452,0,Active
Active,IC50,2.9,153384914.0,2.9,5.537602002101044,0,Active
Active,Kd,2.9,129166080.0,2.9,5.537602002101044,0,Active
Active,IC50,2.9,118889498.0,2.9,5.537602002101044,0,Active
Active,IC50,2.9,129046566.0,2.9,5.537602002101044,0,Active
Active,IC50,2.9,18536615.0,2.9,5.537602002101044,0,Active
Active,IC50,2.9,119081417.0,2.9,5.537602002101044,0,Active
Active,Kd,2.9,166626167.0,2.9,5.537602002101044,0,Active
Active,IC50,2.9,121373226.0,2.9,5.537602002101044,0,Active
Active,IC50,2.9,121373359.0,2.9,5.537602002101044,0,Active
Active,IC50,2.91,121373791.0,2.91,5.536107011014093,0,Active
Active,IC50,2.913,121278148.0,2.913,5.535659515372333,0,Active
Active,IC50,2.92,121373035.0,2.92,5.534617148551582,0,Active
Active,IC50,2.93,121373387.0,2.93,5.533132379645891,0,Active
Active,IC50,2.939,168269451.0,2.939,5.531800413927387,0,Active
Active,IC50,2.94,166139246.0,2.94,5.531652669587842,0,Active
Active,IC50,2.94,118889621.0,2.94,5.531652669587842,0,Active
Active,IC50,2.948,1332686.0,2.948,5.530472520812986,0,Active
Active,IC50,2.95,137410598.0,2.95,5.530177984021837,0,Active
Active,IC50,2.956,121278207.0,2.956,5.5292955702772115,0,Active
Active,IC50,2.96,145981267.0,2.96,5.528708288941061,0,Active
Active,IC50,2.973,121278140.0,2.973,5.5268050907950625,0,Active
Active,Kd,2.98,166626060.0,2.98,5.525783735923745,0,Active
Active,IC50,2.98,121278334.0,2.98,5.525783735923745,0,Active
Active,IC50,2.98,162514091.0,2.98,5.525783735923745,0,Active
Active,IC50,2.98,127030451.0,2.98,5.525783735923745,0,Active
Active,IC50,2.99,127052469.0,2.99,5.52432881167557,0,Active
Active,IC50,2.99,121372620.0,2.99,5.52432881167557,0,Active
Active,IC50,2.991,118279322.0,2.991,5.5241835869686815,0,Active
Unspecified,IC50,3.0,156790241.0,3.0,5.522878745280337,0,Inactive
Unspecified,IC50,3.0,172446131.0,3.0,5.522878745280337,0,Inactive
Unspecified,IC50,3.0,156790237.0,3.0,5.522878745280337,0,Inactive
Unspecified,IC50,3.0,168288292.0,3.0,5.522878745280337,0,Inactive
Unspecified,IC50,3.0,168288729.0,3.0,5.522878745280337,0,Inactive
Unspecified,IC50,3.0,168278916.0,3.0,5.522878745280337,0,Inactive
Active,IC50,3.0,155352404.0,3.0,5.522878745280337,0,Active
Active,IC50,3.0,56950422.0,3.0,5.522878745280337,0,Active
Active,IC50,3.0,138375209.0,3.0,5.522878745280337,0,Active
Active,IC50,3.0,786866.0,3.0,5.522878745280337,0,Active
Unspecified,IC50,3.0,156790228.0,3.0,5.522878745280337,0,Inactive
Unspecified,IC50,3.0,156790234.0,3.0,5.522878745280337,0,Inactive
Unspecified,IC50,3.0,156790226.0,3.0,5.522878745280337,0,Inactive
Unspecified,IC50,3.0,168276367.0,3.0,5.522878745280337,0,Inactive
Active,Ki,3.0,137660755.0,3.0,5.522878745280337,0,Active
Active,Kd,3.0,129165815.0,3.0,5.522878745280337,0,Active
Active,IC50,3.0,71938587.0,3.0,5.522878745280337,0,Active
Active,IC50,3.0,53054319.0,3.0,5.522878745280337,0,Active
Active,IC50,3.02,984803.0,3.02,5.519993057042849,0,Active
Active,IC50,3.02,170649782.0,3.02,5.519993057042849,0,Active
Active,IC50,3.02,164615879.0,3.02,5.519993057042849,0,Active
Active,IC50,3.021,121278030.0,3.021,5.519849274726719,0,Active
Active,IC50,3.023,121277888.0,3.023,5.519561852822183,0,Active
Active,IC50,3.03,153465898.0,3.03,5.518557371497695,0,Active
Active,IC50,3.05,121373156.0,3.05,5.515700160653214,0,Active
Active,IC50,3.05,141414497.0,3.05,5.515700160653214,0,Active
Active,IC50,3.055,153465815.0,3.055,5.514988785421427,0,Active
Active,IC50,3.06,121372676.0,3.06,5.51427857351842,0,Active
Active,IC50,3.06,121372893.0,3.06,5.51427857351842,0,Active
Active,IC50,3.081,121277910.0,3.081,5.5113083016830595,0,Active
Active,IC50,3.09,3692581.0,3.09,5.510041520575165,0,Active
Active,IC50,3.1,170649741.0,3.1,5.508638306165727,0,Active
Active,IC50,3.1,130179008.0,3.1,5.508638306165727,0,Active
Active,IC50,3.1,121365519.0,3.1,5.508638306165727,0,Active
Active,IC50,3.1,121278048.0,3.1,5.508638306165727,0,Active
Active,IC50,3.1,155512097.0,3.1,5.508638306165727,0,Active
Active,IC50,3.11,121278266.0,3.11,5.507239610973162,0,Active
Active,IC50,3.113,121278158.0,3.113,5.506820879317485,0,Active
Active,IC50,3.126,132070053.0,3.126,5.505011026316832,0,Active
Active,IC50,3.13,127032857.0,3.13,5.504455662453552,0,Active
Active,IC50,3.13,162526545.0,3.13,5.504455662453552,0,Active
Active,Ki,3.13,136226510.0,3.13,5.504455662453552,0,Active
Active,IC50,3.13,57675134.0,3.13,5.504455662453552,0,Active
Active,IC50,3.147,139570815.0,3.147,5.502103257086779,0,Active
Active,IC50,3.161,121278171.0,3.161,5.500175504160421,0,Active
Active,IC50,3.16228,146681132.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,15990224.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,156018730.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,134316214.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,52932933.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,162666801.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,134848776.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,162649221.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,122180563.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,122180556.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,122180552.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,162650500.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,122179610.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.16228,162675849.0,3.16228,5.499999678657065,0,Active
Active,IC50,3.17,117841264.0,3.17,5.498940737782249,0,Active
Active,IC50,3.18,166059018.0,3.18,5.497572880015567,0,Active
Active,IC50,3.19,121373007.0,3.19,5.496209316942819,0,Active
Active,IC50,3.19,121373601.0,3.19,5.496209316942819,0,Active
Active,IC50,3.191,121277976.0,3.191,5.496073195806489,0,Active
Active,IC50,3.2,86282728.0,3.2,5.494850021680094,0,Active
Active,IC50,3.2,155534567.0,3.2,5.494850021680094,0,Active
Active,IC50,3.2,118889408.0,3.2,5.494850021680094,0,Active
Active,IC50,3.2,134578832.0,3.2,5.494850021680094,0,Active
Active,IC50,3.2,164515204.0,3.2,5.494850021680094,0,Active
Active,IC50,3.2,155526975.0,3.2,5.494850021680094,0,Active
Active,IC50,3.2,152991140.0,3.2,5.494850021680094,0,Active
Active,IC50,3.2,137637179.0,3.2,5.494850021680094,0,Active
Active,IC50,3.2,56950289.0,3.2,5.494850021680094,0,Active
Active,IC50,3.2,153465857.0,3.2,5.494850021680094,0,Active
Active,IC50,3.21,153465792.0,3.21,5.493494967595128,0,Active
Active,IC50,3.21,155352332.0,3.21,5.493494967595128,0,Active
Active,IC50,3.22,172444059.0,3.22,5.492144128304169,0,Active
Active,IC50,3.23,155352410.0,3.23,5.490797477668897,0,Active
Active,IC50,3.23,164515203.0,3.23,5.490797477668897,0,Active
Active,Ki,3.23,71812070.0,3.23,5.490797477668897,0,Active
Active,Ki,3.23,168278932.0,3.23,5.490797477668897,0,Active
Active,IC50,3.23594,145963723.0,3.23594,5.489999539566098,0,Active
Active,IC50,3.24,121278280.0,3.24,5.489454989793388,0,Active
Active,IC50,3.24,121278298.0,3.24,5.489454989793388,0,Active
Active,IC50,3.24,137653732.0,3.24,5.489454989793388,0,Active
Active,IC50,3.24,1523399.0,3.24,5.489454989793388,0,Active
Active,IC50,3.25,146525129.0,3.25,5.488116639021126,0,Active
Active,IC50,3.25,121278000.0,3.25,5.488116639021126,0,Active
Active,IC50,3.27,153465765.0,3.27,5.485452247339714,0,Active
Active,IC50,3.27,121373027.0,3.27,5.485452247339714,0,Active
Active,IC50,3.29,138805952.0,3.29,5.482804102050026,0,Active
Active,IC50,3.3,53054251.0,3.3,5.481486060122113,0,Active
Active,IC50,3.3,121342452.0,3.3,5.481486060122113,0,Active
Active,IC50,3.3,132166150.0,3.3,5.481486060122113,0,Active
Active,Ki,3.3,130345556.0,3.3,5.481486060122113,0,Active
Active,IC50,3.3,132186701.0,3.3,5.481486060122113,0,Active
Active,IC50,3.3,71661524.0,3.3,5.481486060122113,0,Active
Active,IC50,3.3,53054274.0,3.3,5.481486060122113,0,Active
Active,IC50,3.303,134511257.0,3.303,5.481091426308586,0,Active
Active,IC50,3.323,139530491.0,3.323,5.478469658721289,0,Active
Active,IC50,3.33,121383057.0,3.33,5.47755576649368,0,Active
Active,IC50,3.34,52233804.0,3.34,5.476253533188435,0,Active
Active,IC50,3.35,121278172.0,3.35,5.474955192963154,0,Active
Active,Ki,3.37,71812071.0,3.37,5.4723700991286615,0,Active
Active,IC50,3.379,139208476.0,3.379,5.471211808225104,0,Active
Active,IC50,3.38,146589044.0,3.38,5.471083299722345,0,Active
Active,IC50,3.4,121372894.0,3.4,5.468521082957745,0,Active
Active,IC50,3.4,121342393.0,3.4,5.468521082957745,0,Active
Active,IC50,3.4,137640750.0,3.4,5.468521082957745,0,Active
Active,Kd,3.4,171353103.0,3.4,5.468521082957745,0,Active
Active,Kd,3.4,117602342.0,3.4,5.468521082957745,0,Active
Active,Kd,3.406,177382789.0,3.406,5.467755356373418,0,Active
Active,IC50,3.42,146589040.0,3.42,5.465973893943865,0,Active
Active,IC50,3.43,121372872.0,3.43,5.464705879957229,0,Active
Active,IC50,3.44,153385145.0,3.44,5.46344155742847,0,Active
Active,IC50,3.44,122467468.0,3.44,5.46344155742847,0,Active
Active,IC50,3.442,132070054.0,3.442,5.463189134008458,0,Active
Active,IC50,3.458,121278130.0,3.458,5.461175011062096,0,Active
Active,IC50,3.459,162533529.0,3.459,5.461049437985639,0,Active
Active,IC50,3.46,121373304.0,3.46,5.460923901207224,0,Active
Active,IC50,3.466,155517720.0,3.466,5.460171441622101,0,Active
Active,IC50,3.475,139530385.0,3.475,5.4590451910738675,0,Active
Active,IC50,3.48,155554197.0,3.48,5.458420756053419,0,Active
Active,IC50,3.48,168280948.0,3.48,5.458420756053419,0,Active
Active,Kd,3.5,25023738.0,3.5,5.455931955649724,0,Active
Active,IC50,3.5,121373003.0,3.5,5.455931955649724,0,Active
